,Placement Depth (m),Received Power (W),Noise Power (W),Attenuation,meter_distance_per_waves
35,12740.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
36,12830.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
37,12920.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
38,13010.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
39,13100.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
40,13190.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
41,13280.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
42,13370.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
43,13460.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
44,13550.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
45,13640.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
46,13730.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
47,13820.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
48,13910.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
49,14000.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
50,14090.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
51,14180.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
52,14270.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
53,14360.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
54,14450.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
55,14540.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
56,14630.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
57,14720.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
58,14810.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
59,14900.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
60,14990.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
61,15080.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
62,15170.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
63,15260.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
64,15350.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
65,15440.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
66,15530.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
67,15620.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
68,15710.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
69,15800.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
70,15890.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
71,15980.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
72,16070.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
73,16160.0,4.4648172108528594e-10,4.990125217502556e-16,6.988799371655873e-07,36.69992851791295
