,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,alpha_s,delta_path_loss,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling High Band (K),alpha_s low band,alpha_s high band
227,2270.0,131.50192307692308,0.1,0,2.801451103472978,1.5196901039796799e-05,1.1195379238114034e-16,5.112224088029572e-07,0.9999897756040934,1281367.6937964612,20.49329229049025,20.49329229049025,5.112224088029572e-07,3.929552481586104e-05
228,2280.0,131.62307692307692,0.1,0,2.8015463960047366,1.5249127631993032e-05,1.1735433379829673e-16,5.129709159512932e-07,0.9999897406343087,1281353.3759084004,20.619612211340993,20.619612211340993,5.129709159512932e-07,3.942992523504264e-05
229,2290.0,131.74423076923077,0.1,0,2.8016416884863986,1.5301533710023446e-05,1.230047333459056e-16,5.14724424244084e-07,0.9999897055645032,1281339.0092400273,20.746337442213147,20.746337442213147,5.14724424244084e-07,3.9564710071246365e-05
230,2300.0,131.8653846153846,0.1,0,2.8017369809179677,1.535411989072501e-05,1.2891604929817264e-16,5.164828827432554e-07,0.9999896703956959,1281324.5936548382,20.873468530139196,20.873468530139196,5.164828827432554e-07,3.969987540907584e-05
231,2310.0,131.98653846153846,0.1,0,2.8018322732994503,1.5406886793054666e-05,1.3509980672805688e-16,5.182516742355873e-07,0.9999896350202321,1281310.1288661049,21.001007339804772,21.001007339804772,5.182516742355873e-07,3.983583500079984e-05
232,2320.0,132.1076923076923,0.1,0,2.8019275656308507,1.5459835038096492e-05,1.415680162364464e-16,5.200225713785013e-07,0.999989599602657,1281295.6148167457,21.1289537041812,21.1289537041812,5.200225713785013e-07,3.997195644506255e-05
233,2330.0,132.22884615384615,0.1,0,2.802022857912173,1.5512965249069086e-05,1.483331933926782e-16,5.218009489528388e-07,0.999989564035476,1281281.0512996768,21.25730877267393,21.25730877267393,5.218009489528388e-07,4.010865287874976e-05
234,2340.0,132.35,0.1,0,2.802118150143422,1.556627805133277e-05,1.5540837891184538e-16,5.235867307360961e-07,0.9999895283202137,1281266.4381099571,21.386073668467873,21.386073668467873,5.235867307360961e-07,4.0245918442956953e-05
235,2350.0,132.47115384615384,0.1,0,2.8022134423246023,1.5619774072397158e-05,1.6280715959520423e-16,5.253744817667265e-07,0.9999894925655681,1281251.775194347,21.51524817185907,21.51524817185907,5.253744817667265e-07,4.038333537495963e-05
236,2360.0,132.59230769230768,0.1,0,2.80230873445572,1.5673453941928315e-05,1.7054369006085942e-16,5.271721938875631e-07,0.9999894566117041,1281237.0622765713,21.644834021538827,21.644834021538827,5.271721938875631e-07,4.05215179742348e-05
237,2370.0,132.71346153846153,0.1,0,2.8024040265367782,1.572731829175637e-05,1.7863271529280607e-16,5.289744425552907e-07,0.9999894205671115,1281222.2992317649,21.77483161513326,21.77483161513326,5.289744425552907e-07,4.066004927886378e-05
238,2380.0,132.83461538461538,0.1,0,2.802499318567783,1.5781367755882862e-05,1.8708959403736087e-16,5.307838339992941e-07,0.9999893843796661,1281207.485862339,21.90524198403393,21.90524198403393,5.307838339992941e-07,4.079912961878066e-05
239,2390.0,132.95576923076922,0.1,0,2.802594610548738,1.5835602970488118e-05,1.9593032307697e-16,5.326002954215809e-07,0.999989348050824,1281192.621972752,22.036066134253083,22.036066134253083,5.326002954215809e-07,4.093875339830875e-05
240,2400.0,133.07692307692307,0.1,0,2.8026899024796483,1.5890024573938945e-05,2.0517156241235504e-16,5.344211203566011e-07,0.9999893116347138,1281177.7074430082,22.16730440011813,22.16730440011813,5.344211203566011e-07,4.1078712582779874e-05
241,2410.0,133.1980769230769,0.1,0,2.8027851943605193,1.594463320679591e-05,2.1483066138501538e-16,5.362488897639878e-07,0.9999892750797171,1281162.7420810964,22.298957743041836,22.298957743041836,5.362488897639878e-07,4.1219205559748185e-05
242,2420.0,133.31923076923076,0.1,0,2.8028804861913543,1.599942951182108e-05,2.2492568577313445e-16,5.380809164195462e-07,0.9999892384395777,1281147.7257700125,22.4310264578156,22.4310264578156,5.380809164195462e-07,4.136002577354785e-05
243,2430.0,133.4403846153846,0.1,0,2.8029757779721596,1.6054414133985482e-05,2.3547544589504697e-16,5.399223720911316e-07,0.9999892016108612,1281132.6582484383,22.563512101278494,22.563512101278494,5.399223720911316e-07,4.150157075630698e-05
244,2440.0,133.56153846153848,0.1,0,2.803071069702939,1.610958772047675e-05,2.4649952575550343e-16,5.417679633441003e-07,0.9999891646994354,1281117.5394027934,22.69641492369935,22.69641492369935,5.417679633441003e-07,4.1643433623881154e-05
245,2450.0,133.68269230769232,0.1,0,2.803166361383698,1.6164950920706638e-05,2.5801831327117657e-16,5.436202378658928e-07,0.9999891276543471,1281102.3690484134,22.82973579361605,22.82973579361605,5.436202378658928e-07,4.178581020633049e-05
246,2460.0,133.80384615384617,0.1,0,2.8032616530144407,1.622050438631874e-05,2.7005303161302355e-16,5.454791275737146e-07,0.9999890904769578,1281087.1470025503,22.963475555368202,22.963475555368202,5.454791275737146e-07,4.1928695270415814e-05
247,2470.0,133.925,0.1,0,2.803356944595172,1.6276248771196224e-05,2.8262577170430173e-16,5.473445650681544e-07,0.9999890531686156,1281071.8730843503,23.097635029269572,23.097635029269572,5.473445650681544e-07,4.207208363542672e-05
248,2480.0,134.04615384615386,0.1,0,2.8034522361258967,1.633218473146942e-05,2.957595259143693e-16,5.492164836296967e-07,0.9999890157306549,1281056.5471148377,23.23221501178012,23.23221501178012,5.492164836296967e-07,4.22159701729136e-05
249,2490.0,134.1673076923077,0.1,0,2.8035475276066197,1.6388312925523624e-05,3.094782229896531e-16,5.510948172151014e-07,0.9999889781643966,1281041.168916894,23.367216275677944,23.367216275677944,5.510948172151014e-07,4.2360349806409256e-05
250,2500.0,134.28846153846155,0.1,0,2.803642819037345,1.64446340140067e-05,3.238067642645351e-16,5.529795004536594e-07,0.999988940471148,1281025.7383152405,23.50263957023081,23.50263957023081,5.529795004536594e-07,4.250521751114114e-05
251,2510.0,134.4096153846154,0.1,0,2.8037381104180783,1.6501148659837102e-05,3.3877106119624193e-16,5.548704686433283e-07,0.9999889026522032,1281010.2551364193,23.63848562136745,23.63848562136745,5.548704686433283e-07,4.265056831373434e-05
252,2520.0,134.53076923076924,0.1,0,2.803833401748824,1.6557857528211408e-05,3.543980742693231e-16,5.567676577467573e-07,0.9999888647088429,1280994.719208773,23.77475513184842,23.77475513184842,5.567676577467573e-07,4.279639729190597e-05
253,2530.0,134.65192307692308,0.1,0,2.8039286930295866,1.6614761286612363e-05,3.7071585331669305e-16,5.586710043872057e-07,0.9999888266423347,1280979.1303624294,23.911448781436633,23.911448781436633,5.586710043872057e-07,4.2942699574151494e-05
254,2540.0,134.77307692307693,0.1,0,2.804023984260371,1.6671860604816676e-05,3.877535793057362e-16,5.605829572873533e-07,0.9999887884037046,1280963.4883592036,24.048567840925784,24.048567840925784,5.605829572873533e-07,4.3089663383524464e-05
255,2550.0,134.89423076923077,0.1,0,2.8041192754411814,1.672915615490276e-05,4.0554160763958463e-16,5.625009258204962e-07,0.9999887500447648,1280947.7930332148,24.186112939136734,24.186112939136734,5.625009258204962e-07,4.3237089589403495e-05
