,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,alpha_s,delta_path_loss,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling High Band (K),alpha_s low band,alpha_s high band
1386,13860.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,27375.35330259523,251.62809180125726,251.62809180125726,0.0004997611673450517,0.0017657378279122026
1387,13870.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,27084.463961011803,251.62809299225898,251.62809299225898,0.0004997611673450517,0.0017657378279122026
1388,13880.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,26796.701861885318,251.62809413934303,251.62809413934303,0.0004997611673450517,0.0017657378279122026
1389,13890.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,26512.033302561085,251.62809524413484,251.62809524413484,0.0004997611673450517,0.0017657378279122026
1390,13900.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,26230.42494450484,251.62809630819956,251.62809630819956,0.0004997611673450517,0.0017657378279122026
1391,13910.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,25951.843809358834,251.62809733304414,251.62809733304414,0.0004997611673450517,0.0017657378279122026
1392,13920.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,25676.25727504105,251.62809832011942,251.62809832011942,0.0004997611673450517,0.0017657378279122026
1393,13930.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,25403.63307188659,251.62809927082262,251.62809927082262,0.0004997611673450517,0.0017657378279122026
1394,13940.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,25133.93927883098,251.6281001864988,251.6281001864988,0.0004997611673450517,0.0017657378279122026
1395,13950.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,24867.14431963494,251.62810106844316,251.62810106844316,0.0004997611673450517,0.0017657378279122026
1396,13960.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,24603.216959150133,251.62810191790285,251.62810191790285,0.0004997611673450517,0.0017657378279122026
1397,13970.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,24342.12629962547,251.62810273607877,251.62810273607877,0.0004997611673450517,0.0017657378279122026
1398,13980.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,24083.84177705346,251.6281035241271,251.6281035241271,0.0004997611673450517,0.0017657378279122026
1399,13990.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,23828.333157556288,251.62810428316135,251.62810428316135,0.0004997611673450517,0.0017657378279122026
1400,14000.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,23575.570533811104,251.6281050142534,251.6281050142534,0.0004997611673450517,0.0017657378279122026
1401,14010.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,23325.524321514073,251.62810571843565,251.62810571843565,0.0004997611673450517,0.0017657378279122026
1402,14020.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,23078.165255882897,251.6281063967021,251.6281063967021,0.0004997611673450517,0.0017657378279122026
1403,14030.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,22833.46438819719,251.62810705000982,251.62810705000982,0.0004997611673450517,0.0017657378279122026
1404,14040.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,22591.393082376504,251.62810767928056,251.62810767928056,0.0004997611673450517,0.0017657378279122026
1405,14050.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,22351.92301159545,251.6281082854017,251.6281082854017,0.0004997611673450517,0.0017657378279122026
1406,14060.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,22115.02615493554,251.628108869228,251.628108869228,0.0004997611673450517,0.0017657378279122026
1407,14070.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,21880.674794073424,251.6281094315823,251.6281094315823,0.0004997611673450517,0.0017657378279122026
1408,14080.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,21648.84151000503,251.62810997325695,251.62810997325695,0.0004997611673450517,0.0017657378279122026
1409,14090.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,21419.499179805254,251.62811049501516,251.62811049501516,0.0004997611673450517,0.0017657378279122026
1410,14100.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,21192.620973422825,251.62811099759165,251.62811099759165,0.0004997611673450517,0.0017657378279122026
1411,14110.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,20968.18035050998,251.62811148169416,251.62811148169416,0.0004997611673450517,0.0017657378279122026
1412,14120.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,20746.151057286497,251.62811194800398,251.62811194800398,0.0004997611673450517,0.0017657378279122026
1413,14130.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,20526.507123437772,251.6281123971773,251.6281123971773,0.0004997611673450517,0.0017657378279122026
1414,14140.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,20309.222859046597,251.62811282984595,251.62811282984595,0.0004997611673450517,0.0017657378279122026
1415,14150.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,20094.27285155817,251.62811324661862,251.62811324661862,0.0004997611673450517,0.0017657378279122026
1416,14160.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,19881.631962778076,251.62811364808104,251.62811364808104,0.0004997611673450517,0.0017657378279122026
1417,14170.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,19671.27532590284,251.62811403479773,251.62811403479773,0.0004997611673450517,0.0017657378279122026
1418,14180.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,19463.178342582672,251.628114407312,251.628114407312,0.0004997611673450517,0.0017657378279122026
1419,14190.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,19257.316680016123,251.62811476614718,251.62811476614718,0.0004997611673450517,0.0017657378279122026
1420,14200.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,19053.666268076224,251.62811511180726,251.62811511180726,0.0004997611673450517,0.0017657378279122026
1421,14210.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,18852.20329646782,251.62811544477762,251.62811544477762,0.0004997611673450517,0.0017657378279122026
1422,14220.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,18652.904211915742,251.62811576552556,251.62811576552556,0.0004997611673450517,0.0017657378279122026
1423,14230.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,18455.745715383513,251.6281160745013,251.6281160745013,0.0004997611673450517,0.0017657378279122026
1424,14240.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,18260.704759322172,251.62811637213824,251.62811637213824,0.0004997611673450517,0.0017657378279122026
1425,14250.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,18067.758544948974,251.62811665885388,251.62811665885388,0.0004997611673450517,0.0017657378279122026
1426,14260.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,17876.884519555628,251.62811693505026,251.62811693505026,0.0004997611673450517,0.0017657378279122026
1427,14270.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,17688.060373845678,251.62811720111455,251.62811720111455,0.0004997611673450517,0.0017657378279122026
1428,14280.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,17501.264039300844,251.62811745741965,251.62811745741965,0.0004997611673450517,0.0017657378279122026
1429,14290.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,17316.473685575867,251.6281177043246,251.6281177043246,0.0004997611673450517,0.0017657378279122026
1430,14300.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,17133.66771792162,251.6281179421754,251.6281179421754,0.0004997611673450517,0.0017657378279122026
1431,14310.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,16952.82477463621,251.628118171305,251.628118171305,0.0004997611673450517,0.0017657378279122026
1432,14320.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,16773.923724543667,251.62811839203422,251.62811839203422,0.0004997611673450517,0.0017657378279122026
1433,14330.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,16596.94366450004,251.62811860467212,251.62811860467212,0.0004997611673450517,0.0017657378279122026
1434,14340.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,16421.863916926475,251.62811880951605,251.62811880951605,0.0004997611673450517,0.0017657378279122026
1435,14350.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,16248.664027369121,251.6281190068527,251.6281190068527,0.0004997611673450517,0.0017657378279122026
1436,14360.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,16077.323762085412,251.62811919695812,251.62811919695812,0.0004997611673450517,0.0017657378279122026
1437,14370.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,15907.823105656607,251.62811938009796,251.62811938009796,0.0004997611673450517,0.0017657378279122026
1438,14380.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,15740.142258626203,251.62811955652833,251.62811955652833,0.0004997611673450517,0.0017657378279122026
1439,14390.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,15574.261635163866,251.62811972649573,251.62811972649573,0.0004997611673450517,0.0017657378279122026
1440,14400.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,15410.161860754833,251.62811989023768,251.62811989023768,0.0004997611673450517,0.0017657378279122026
1441,14410.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,15247.823769914297,251.628120047983,251.628120047983,0.0004997611673450517,0.0017657378279122026
1442,14420.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,15087.22840392655,251.62812019995184,251.62812019995184,0.0004997611673450517,0.0017657378279122026
1443,14430.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,14928.357008608686,251.62812034635644,251.62812034635644,0.0004997611673450517,0.0017657378279122026
1444,14440.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,14771.191032098546,251.62812048740105,251.62812048740105,0.0004997611673450517,0.0017657378279122026
1445,14450.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,14615.71212266662,251.62812062328263,251.62812062328263,0.0004997611673450517,0.0017657378279122026
1446,14460.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,14461.902126551715,251.62812075419063,251.62812075419063,0.0004997611673450517,0.0017657378279122026
1447,14470.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,14309.743085820017,251.6281208803077,251.6281208803077,0.0004997611673450517,0.0017657378279122026
1448,14480.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,14159.217236247465,251.62812100180975,251.62812100180975,0.0004997611673450517,0.0017657378279122026
1449,14490.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,14010.307005224979,251.62812111886612,251.62812111886612,0.0004997611673450517,0.0017657378279122026
1450,14500.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,13862.995009686465,251.6281212316399,251.6281212316399,0.0004997611673450517,0.0017657378279122026
1451,14510.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,13717.26405405926,251.62812134028826,251.62812134028826,0.0004997611673450517,0.0017657378279122026
1452,14520.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,13573.097128236785,251.6281214449626,251.6281214449626,0.0004997611673450517,0.0017657378279122026
1453,14530.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,13430.477405573212,251.62812154580874,251.62812154580874,0.0004997611673450517,0.0017657378279122026
1454,14540.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,13289.38824089979,251.628121642967,251.628121642967,0.0004997611673450517,0.0017657378279122026
1455,14550.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,13149.81316856276,251.62812173657267,251.62812173657267,0.0004997611673450517,0.0017657378279122026
1456,14560.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,13011.735900482503,251.6281218267561,251.6281218267561,0.0004997611673450517,0.0017657378279122026
1457,14570.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,12875.140324233691,251.62812191364253,251.62812191364253,0.0004997611673450517,0.0017657378279122026
1458,14580.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,12740.010501146304,251.62812199735325,251.62812199735325,0.0004997611673450517,0.0017657378279122026
1459,14590.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,12606.330664427172,251.62812207800428,251.62812207800428,0.0004997611673450517,0.0017657378279122026
1460,14600.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,12474.085217301943,251.62812215570796,251.62812215570796,0.0004997611673450517,0.0017657378279122026
1461,14610.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,12343.25873117711,251.62812223057233,251.62812223057233,0.0004997611673450517,0.0017657378279122026
1462,14620.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,12213.835943822003,251.6281223027013,251.6281223027013,0.0004997611673450517,0.0017657378279122026
1463,14630.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,12085.8017575705,251.6281223721952,251.6281223721952,0.0004997611673450517,0.0017657378279122026
1464,14640.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11959.141237542153,251.62812243915064,251.62812243915064,0.0004997611673450517,0.0017657378279122026
1465,14650.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11833.839609882682,251.62812250366048,251.62812250366048,0.0004997611673450517,0.0017657378279122026
1466,14660.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11709.882260023465,251.62812256581424,251.62812256581424,0.0004997611673450517,0.0017657378279122026
1467,14670.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11587.254730959909,251.6281226256984,251.6281226256984,0.0004997611673450517,0.0017657378279122026
1468,14680.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11465.942721548496,251.628122683396,251.628122683396,0.0004997611673450517,0.0017657378279122026
1469,14690.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11345.932084822256,251.62812273898703,251.62812273898703,0.0004997611673450517,0.0017657378279122026
1470,14700.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11227.208826324486,251.62812279254868,251.62812279254868,0.0004997611673450517,0.0017657378279122026
1471,14710.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,11109.75910246056,251.62812284415514,251.62812284415514,0.0004997611673450517,0.0017657378279122026
1472,14720.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10993.569218867544,251.62812289387819,251.62812289387819,0.0004997611673450517,0.0017657378279122026
1473,14730.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10878.625628801532,251.62812294178653,251.62812294178653,0.0004997611673450517,0.0017657378279122026
1474,14740.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10764.9149315424,251.62812298794665,251.62812298794665,0.0004997611673450517,0.0017657378279122026
1475,14750.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10652.423870815872,251.62812303242256,251.62812303242256,0.0004997611673450517,0.0017657378279122026
1476,14760.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10541.13933323266,251.62812307527582,251.62812307527582,0.0004997611673450517,0.0017657378279122026
1477,14770.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10431.048346744567,251.62812311656594,251.62812311656594,0.0004997611673450517,0.0017657378279122026
1478,14780.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10322.138079117216,251.6281231563498,251.6281231563498,0.0004997611673450517,0.0017657378279122026
1479,14790.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10214.395836419415,251.62812319468276,251.62812319468276,0.0004997611673450517,0.0017657378279122026
1480,14800.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10107.809061528842,251.62812323161774,251.62812323161774,0.0004997611673450517,0.0017657378279122026
1481,14810.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,10002.365332653913,251.62812326720595,251.62812326720595,0.0004997611673450517,0.0017657378279122026
1482,14820.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9898.05236187168,251.62812330149652,251.62812330149652,0.0004997611673450517,0.0017657378279122026
1483,14830.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9794.857993681553,251.62812333453698,251.62812333453698,0.0004997611673450517,0.0017657378279122026
1484,14840.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9692.77020357468,251.62812336637302,251.62812336637302,0.0004997611673450517,0.0017657378279122026
1485,14850.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9591.777096618842,251.6281233970486,251.6281233970486,0.0004997611673450517,0.0017657378279122026
1486,14860.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9491.866906058644,251.62812342660618,251.62812342660618,0.0004997611673450517,0.0017657378279122026
1487,14870.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9393.0279919309,251.62812345508658,251.62812345508658,0.0004997611673450517,0.0017657378279122026
1488,14880.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9295.248839694983,251.6281234825292,251.6281234825292,0.0004997611673450517,0.0017657378279122026
1489,14890.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9198.518058878022,251.62812350897187,251.62812350897187,0.0004997611673450517,0.0017657378279122026
1490,14900.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9102.824381734768,251.62812353445122,251.62812353445122,0.0004997611673450517,0.0017657378279122026
1491,14910.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,9008.156661921974,251.62812355900243,251.62812355900243,0.0004997611673450517,0.0017657378279122026
1492,14920.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8914.50387318712,251.62812358265933,251.62812358265933,0.0004997611673450517,0.0017657378279122026
1493,14930.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8821.85510807134,251.62812360545465,251.62812360545465,0.0004997611673450517,0.0017657378279122026
1494,14940.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8730.199576626412,251.62812362741974,251.62812362741974,0.0004997611673450517,0.0017657378279122026
1495,14950.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8639.526605145616,251.628123648585,251.628123648585,0.0004997611673450517,0.0017657378279122026
1496,14960.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8549.825634908322,251.62812366897967,251.62812366897967,0.0004997611673450517,0.0017657378279122026
1497,14970.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8461.08622093822,251.62812368863172,251.62812368863172,0.0004997611673450517,0.0017657378279122026
1498,14980.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8373.298030774939,251.62812370756842,251.62812370756842,0.0004997611673450517,0.0017657378279122026
1499,14990.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8286.450843259006,251.62812372581584,251.62812372581584,0.0004997611673450517,0.0017657378279122026
1500,15000.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8200.53454732993,251.62812374339913,251.62812374339913,0.0004997611673450517,0.0017657378279122026
1501,15010.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8115.5391408373125,251.62812376034242,251.62812376034242,0.0004997611673450517,0.0017657378279122026
1502,15020.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,8031.454729364827,251.62812377666918,251.62812377666918,0.0004997611673450517,0.0017657378279122026
1503,15030.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7948.271525066925,251.62812379240185,251.62812379240185,0.0004997611673450517,0.0017657378279122026
1504,15040.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7865.979845518137,251.62812380756213,251.62812380756213,0.0004997611673450517,0.0017657378279122026
1505,15050.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7784.570112574828,251.62812382217083,251.62812382217083,0.0004997611673450517,0.0017657378279122026
1506,15060.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7704.032851249281,251.6281238362481,251.6281238362481,0.0004997611673450517,0.0017657378279122026
1507,15070.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7624.358688595937,251.62812384981348,251.62812384981348,0.0004997611673450517,0.0017657378279122026
1508,15080.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7545.538352609743,251.62812386288536,251.62812386288536,0.0004997611673450517,0.0017657378279122026
1509,15090.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7467.562671136382,251.6281238754819,251.6281238754819,0.0004997611673450517,0.0017657378279122026
1510,15100.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7390.422570794299,251.62812388762035,251.62812388762035,0.0004997611673450517,0.0017657378279122026
1511,15110.0,251.6,0.0,0,3.168807700000001,0.0005275711034522981,4.565228852811122e-06,0.0004997611673450517,0.9900545628850693,7314.109075908414,251.62812389931747,251.62812389931747,0.0004997611673450517,0.0017657378279122026
