,Depth (m),Temperature (K),Porosity (m^3/m^3),Salt fraction (kg/kg),epsilon_s_prime,epsilon_s_primeprime,sigma_s,alpha_s low band,alpha_s high band,delta_path_loss low band,delta_path_loss high band,T_A Downwelling Low Band (K),T_A Downwelling High Band (K),T_A Upwelling High Band (K)
10,100.0,105.21153846153847,0.1,0.042,2.7807714308828952,7.218274031413667e-06,2.2571656754671607e-07,2.5740269576414455e-05,4.423050637816524e-05,0.9994853270980308,0.9991157810246281,1277274.0389536,1.9138361583145624,1.9138361583145624
11,110.0,105.33269230769231,0.1,0.042,2.780866734399054,7.243080710930972e-06,2.3210506259925613e-07,2.6462286850408778e-05,4.5015849826858314e-05,0.9994708942888131,0.9991000881672089,1276537.9854298807,2.0518324530928993,2.0518324530928993
12,120.0,105.45384615384616,0.1,0.042,2.780962037864071,7.26797264268707e-06,2.3865906649531474e-07,2.7202977232262066e-05,4.581986921514195e-05,0.9994560884289121,0.9990840223795469,1275781.7728410955,2.1922313615791076,2.1922313615791076
13,130.0,105.575,0.1,0.042,2.781057341277952,7.292950119666544e-06,2.453824544566044e-07,2.7962777434369517e-05,4.6643382124137915e-05,0.9994409008055483,0.9990675673432645,1275004.9068731228,2.3350864988859583,2.3350864988859583
14,140.0,105.69615384615385,0.1,0.042,2.7811526446407,7.318013435860884e-06,2.5227918227436607e-07,2.8742133368701845e-05,4.7486600568002534e-05,0.9994253225230177,0.9990507188413456,1274206.8831202646,2.4804517532793677,2.4804517532793677
15,150.0,105.8173076923077,0.1,0.042,2.781247947952321,7.343162886271918e-06,2.5935328775847583e-07,2.954150000044352e-05,4.8350041932074766e-05,0.9994093445056662,0.9990334665560003,1273387.1869580084,2.6283822021928827,2.6283822021928827
16,160.0,105.93846153846154,0.1,0.042,2.7813432512128196,7.368398766915301e-06,2.6660889220816436e-07,3.0361341950631577e-05,4.9234162807182236e-05,0.9993929574858935,0.999015801385328,1272545.293405116,2.778933904722974,2.778933904722974
17,170.0,106.05961538461538,0.1,0.042,2.7814385544222007,7.3937213748240265e-06,2.740502019045778e-07,3.1202133124648854e-05,5.013952826574364e-05,0.9993761520116322,0.9989977120611203,1271680.6670023426,2.9321642109388852,2.9321642109388852
18,180.0,106.18076923076923,0.1,0.042,2.7815338575804693,7.4191310080518914e-06,2.816815096254163e-07,3.2064357337105045e-05,5.10664743677845e-05,0.9993589184339124,0.9989791918920901,1270792.761680408,3.088131038833539,3.088131038833539
19,190.0,106.30192307692307,0.1,0.042,2.78162916068763,7.444627965677029e-06,2.895071961819313e-07,3.294850825074304e-05,5.2015606469255616e-05,0.9993412469081401,0.9989602288076808,1269881.0206365539,3.2468936733790006,3.2468936733790006
20,200.0,106.42307692307692,0.1,0.042,2.781724463743688,7.470212547805357e-06,2.975317319784894e-07,3.385508965949692e-05,5.298745918465437e-05,0.9993231273884998,0.9989408121521638,1268944.876210426,3.408512524255027,3.408512524255027
21,210.0,106.54423076923077,0.1,0.042,2.7818197667486477,7.495885055574238e-06,3.057596785949947e-07,3.4784615602036446e-05,5.3982346295177855e-05,0.9993045496257478,0.9989209356831492,1267983.7497643002,3.573048426591749,3.573048426591749
